                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.76346,                0.62704,                0.99823,                0.96511,                0.91096,                0.97031,                0.85075,                0.48092,                0.31421,                0.82918,              0.0069706,              0.0069706,              0.0069706
                    155,                0.76779,                0.62791,                 1.0011,                 0.9653,                0.91133,                0.97046,                0.85117,                0.48039,                0.31391,                0.82895,              0.0069508,              0.0069508,              0.0069508
                    156,                0.76634,                 0.6234,                0.99978,                0.96443,                0.91242,                0.97059,                 0.8513,                0.47993,                0.31361,                0.82872,               0.006931,               0.006931,               0.006931
                    157,                0.76206,                0.62335,                0.99784,                0.96554,                0.91184,                0.97066,                 0.8514,                 0.4796,                0.31336,                0.82853,              0.0069112,              0.0069112,              0.0069112
                    158,                 0.7621,                0.62399,                 1.0005,                 0.9646,                0.91306,                0.97073,                0.85173,                0.47914,                0.31309,                0.82829,              0.0068914,              0.0068914,              0.0068914
                    159,                0.75708,                0.62734,                0.99885,                0.96467,                0.91301,                0.97074,                0.85199,                0.47883,                0.31295,                0.82815,              0.0068716,              0.0068716,              0.0068716
                    160,                0.76055,                0.63453,                 1.0001,                0.96471,                0.91321,                  0.971,                0.85219,                0.47845,                 0.3126,                0.82794,              0.0068518,              0.0068518,              0.0068518
                    161,                0.76663,                0.63741,                 1.0023,                0.96514,                0.91355,                 0.9709,                0.85222,                  0.478,                 0.3123,                0.82768,               0.006832,               0.006832,               0.006832
                    162,                0.76302,                 0.6269,                0.99848,                0.96461,                 0.9146,                0.97104,                0.85234,                 0.4776,                0.31185,                0.82748,              0.0068122,              0.0068122,              0.0068122
                    163,                 0.7586,                 0.6249,                0.99788,                0.96515,                0.91417,                0.97106,                0.85246,                0.47753,                0.31152,                0.82735,              0.0067924,              0.0067924,              0.0067924
                    164,                0.75427,                0.61758,                0.99683,                0.96516,                0.91446,                0.97116,                0.85281,                0.47716,                0.31115,                0.82712,              0.0067726,              0.0067726,              0.0067726
                    165,                0.75356,                0.61923,                0.99435,                0.96447,                0.91467,                0.97119,                0.85292,                0.47682,                0.31073,                0.82692,              0.0067528,              0.0067528,              0.0067528
                    166,                0.75333,                0.61821,                0.99209,                0.96482,                 0.9146,                0.97147,                0.85283,                0.47678,                0.31063,                0.82674,               0.006733,               0.006733,               0.006733
                    167,                 0.7613,                0.62236,                0.99721,                0.96537,                 0.9146,                0.97149,                0.85317,                0.47652,                0.31032,                0.82655,              0.0067132,              0.0067132,              0.0067132
                    168,                0.76176,                0.62529,                0.99814,                0.96554,                0.91508,                 0.9715,                0.85318,                0.47655,                0.31011,                0.82655,              0.0066934,              0.0066934,              0.0066934
                    169,                0.75599,                0.61863,                0.99668,                0.96552,                0.91501,                0.97145,                0.85336,                 0.4765,                0.30993,                0.82651,              0.0066736,              0.0066736,              0.0066736
                    170,                0.75436,                 0.6209,                0.99576,                0.96711,                 0.9135,                 0.9717,                0.85327,                0.47624,                0.30977,                0.82628,              0.0066538,              0.0066538,              0.0066538
                    171,                 0.7493,                0.61841,                0.99239,                0.96711,                0.91338,                0.97181,                0.85332,                0.47599,                0.30963,                0.82609,               0.006634,               0.006634,               0.006634
                    172,                0.75711,                0.62095,                0.99738,                0.96651,                0.91432,                0.97193,                0.85358,                0.47573,                0.30936,                0.82588,              0.0066142,              0.0066142,              0.0066142
                    173,                0.75606,                0.61927,                0.99714,                0.96657,                0.91533,                0.97191,                0.85387,                0.47546,                0.30907,                0.82568,              0.0065944,              0.0065944,              0.0065944
                    174,                0.75422,                0.62062,                0.99651,                0.96657,                0.91554,                0.97202,                0.85395,                0.47498,                0.30884,                0.82538,              0.0065746,              0.0065746,              0.0065746
                    175,                0.75385,                0.62005,                0.99474,                0.96645,                0.91554,                0.97218,                0.85424,                0.47467,                0.30857,                0.82514,              0.0065548,              0.0065548,              0.0065548
                    176,                0.75839,                0.62071,                0.99491,                0.96646,                 0.9153,                0.97215,                0.85437,                0.47422,                0.30837,                0.82486,               0.006535,               0.006535,               0.006535
                    177,                0.75985,                0.62592,                0.99982,                0.96585,                 0.9157,                0.97215,                0.85448,                0.47397,                0.30807,                0.82469,              0.0065152,              0.0065152,              0.0065152
                    178,                 0.7523,                0.61966,                0.99725,                0.96611,                0.91595,                0.97242,                0.85471,                0.47368,                0.30781,                0.82459,              0.0064954,              0.0064954,              0.0064954
                    179,                0.75512,                0.62121,                 0.9945,                0.96665,                0.91584,                0.97235,                  0.855,                0.47339,                0.30741,                0.82445,              0.0064756,              0.0064756,              0.0064756
                    180,                0.75115,                 0.6127,                0.99482,                0.96624,                0.91641,                0.97255,                0.85513,                0.47306,                0.30708,                0.82431,              0.0064558,              0.0064558,              0.0064558
                    181,                0.75335,                0.61671,                0.99426,                0.96672,                0.91616,                 0.9727,                0.85529,                0.47283,                0.30681,                0.82409,               0.006436,               0.006436,               0.006436
                    182,                0.74475,                0.60564,                0.99068,                0.96668,                0.91649,                0.97253,                0.85527,                0.47267,                0.30653,                0.82396,              0.0064162,              0.0064162,              0.0064162
                    183,                0.75299,                0.61078,                 0.9967,                0.96644,                0.91674,                0.97267,                 0.8554,                0.47217,                0.30614,                0.82376,              0.0063964,              0.0063964,              0.0063964
                    184,                0.75018,                 0.6173,                0.99637,                0.96811,                0.91558,                0.97269,                0.85553,                  0.472,                0.30593,                 0.8236,              0.0063766,              0.0063766,              0.0063766
                    185,                0.75283,                0.61768,                 0.9923,                0.96823,                0.91504,                0.97278,                 0.8558,                0.47172,                0.30572,                0.82334,              0.0063568,              0.0063568,              0.0063568
                    186,                0.74607,                0.60922,                0.99022,                0.96792,                0.91577,                0.97272,                0.85582,                0.47138,                0.30521,                0.82308,               0.006337,               0.006337,               0.006337
                    187,                0.74847,                0.60943,                0.99062,                0.96844,                0.91501,                0.97286,                0.85592,                0.47096,                 0.3051,                0.82279,              0.0063172,              0.0063172,              0.0063172
                    188,                0.74455,                0.61368,                0.99185,                0.96865,                0.91483,                0.97293,                0.85616,                0.47072,                0.30486,                 0.8226,              0.0062974,              0.0062974,              0.0062974
                    189,                0.75322,                0.61795,                0.99448,                0.96879,                0.91509,                0.97311,                 0.8564,                0.47039,                0.30468,                0.82239,              0.0062776,              0.0062776,              0.0062776
                    190,                0.74044,                0.61325,                0.99086,                0.96892,                0.91513,                0.97321,                0.85653,                0.47015,                0.30447,                0.82219,              0.0062578,              0.0062578,              0.0062578
                    191,                0.74466,                0.61263,                0.99069,                0.96918,                0.91492,                0.97323,                0.85656,                0.46991,                 0.3043,                 0.8221,               0.006238,               0.006238,               0.006238
                    192,                0.74802,                 0.6102,                 0.9909,                0.96905,                0.91492,                0.97358,                 0.8567,                0.46948,                0.30393,                0.82182,              0.0062182,              0.0062182,              0.0062182
                    193,                0.75012,                0.61521,                0.99262,                0.96806,                0.91618,                0.97379,                0.85674,                0.46921,                0.30363,                0.82164,              0.0061984,              0.0061984,              0.0061984
                    194,                0.74488,                0.60844,                0.99189,                0.96852,                  0.916,                0.97383,                0.85694,                0.46883,                0.30334,                0.82139,              0.0061786,              0.0061786,              0.0061786
                    195,                0.75703,                0.61701,                  0.997,                 0.9679,                0.91663,                0.97376,                0.85703,                0.46857,                0.30309,                0.82127,              0.0061588,              0.0061588,              0.0061588
                    196,                0.74285,                0.60971,                 0.9891,                0.96768,                0.91716,                0.97388,                0.85734,                0.46825,                0.30288,                0.82111,               0.006139,               0.006139,               0.006139
                    197,                0.74409,                0.61311,                0.99107,                0.96819,                0.91645,                0.97395,                0.85742,                0.46809,                0.30238,                0.82101,              0.0061192,              0.0061192,              0.0061192
                    198,                0.74572,                 0.6109,                0.99056,                0.96777,                0.91654,                0.97382,                0.85762,                0.46784,                0.30216,                0.82075,              0.0060994,              0.0060994,              0.0060994
                    199,                0.74273,                0.60701,                0.98673,                0.96886,                0.91609,                0.97402,                0.85806,                0.46753,                0.30187,                0.82055,              0.0060796,              0.0060796,              0.0060796
                    200,                0.74258,                 0.6099,                0.98963,                0.96867,                0.91641,                0.97404,                0.85819,                0.46697,                0.30159,                0.82039,              0.0060598,              0.0060598,              0.0060598
                    201,                0.74042,                0.60302,                0.98861,                0.96895,                0.91627,                0.97399,                0.85831,                0.46664,                0.30125,                0.82015,                0.00604,                0.00604,                0.00604
                    202,                0.74132,                0.60192,                0.98944,                  0.969,                0.91604,                0.97394,                0.85821,                0.46663,                0.30099,                0.82006,              0.0060202,              0.0060202,              0.0060202
                    203,                 0.7455,                0.60841,                 0.9924,                0.96911,                 0.9158,                0.97403,                0.85837,                0.46647,                0.30088,                0.81995,              0.0060004,              0.0060004,              0.0060004
                    204,                0.74663,                0.60504,                0.99291,                 0.9687,                  0.916,                0.97419,                0.85858,                 0.4664,                0.30063,                0.81987,              0.0059806,              0.0059806,              0.0059806
                    205,                0.74645,                0.61621,                0.99337,                0.96825,                0.91696,                 0.9742,                0.85864,                0.46609,                0.30042,                0.81966,              0.0059608,              0.0059608,              0.0059608
                    206,                0.74164,                0.60437,                  0.989,                0.96868,                0.91708,                0.97429,                0.85895,                0.46564,                0.30014,                0.81952,               0.005941,               0.005941,               0.005941
                    207,                0.74524,                0.60826,                0.99182,                0.96865,                0.91749,                 0.9743,                0.85881,                0.46536,                0.29985,                0.81941,              0.0059212,              0.0059212,              0.0059212
                    208,                0.73773,                0.60133,                0.98821,                0.96889,                0.91812,                0.97437,                0.85895,                0.46521,                0.29961,                0.81923,              0.0059014,              0.0059014,              0.0059014
                    209,                0.73584,                0.60171,                 0.9889,                0.96956,                0.91753,                0.97442,                0.85901,                0.46495,                0.29942,                 0.8191,              0.0058816,              0.0058816,              0.0058816
                    210,                0.74689,                0.60917,                 0.9896,                 0.9695,                0.91735,                0.97449,                0.85903,                0.46469,                0.29938,                0.81892,              0.0058618,              0.0058618,              0.0058618
                    211,                0.74309,                0.60757,                0.99146,                0.96972,                0.91744,                0.97453,                0.85918,                0.46419,                0.29906,                0.81862,               0.005842,               0.005842,               0.005842
                    212,                0.74285,                0.60886,                0.99142,                0.96995,                0.91761,                0.97446,                0.85944,                0.46393,                0.29866,                0.81848,              0.0058222,              0.0058222,              0.0058222
                    213,                0.73496,                0.60645,                 0.9869,                0.97031,                0.91742,                0.97442,                0.85955,                0.46356,                0.29851,                0.81822,              0.0058024,              0.0058024,              0.0058024
                    214,                0.73354,                0.60596,                0.98791,                0.97104,                0.91766,                0.97455,                 0.8596,                 0.4634,                0.29826,                0.81804,              0.0057826,              0.0057826,              0.0057826
                    215,                0.73552,                0.59824,                0.98609,                0.97096,                0.91766,                0.97463,                0.85972,                0.46331,                0.29818,                0.81798,              0.0057628,              0.0057628,              0.0057628
                    216,                0.73379,                0.59979,                0.98588,                0.97168,                0.91716,                0.97468,                0.85994,                0.46312,                0.29822,                0.81784,               0.005743,               0.005743,               0.005743
                    217,                0.73429,                 0.6024,                0.98704,                0.97246,                0.91637,                 0.9748,                0.86007,                0.46281,                0.29804,                0.81762,              0.0057232,              0.0057232,              0.0057232
                    218,                0.73704,                0.60557,                0.98977,                  0.972,                0.91688,                0.97492,                0.86021,                0.46256,                0.29782,                0.81739,              0.0057034,              0.0057034,              0.0057034
                    219,                0.73405,                0.59904,                0.98686,                0.97263,                0.91683,                0.97499,                0.86038,                0.46226,                 0.2977,                 0.8172,              0.0056836,              0.0056836,              0.0056836
                    220,                0.73218,                0.59689,                 0.9865,                0.97251,                0.91691,                 0.9751,                0.86062,                0.46188,                0.29762,                0.81699,              0.0056638,              0.0056638,              0.0056638
                    221,                0.73274,                0.60262,                0.98629,                0.97184,                 0.9173,                0.97521,                0.86065,                0.46171,                0.29732,                0.81681,               0.005644,               0.005644,               0.005644
                    222,                0.73168,                0.59411,                0.98347,                0.97204,                0.91774,                0.97532,                0.86101,                0.46141,                0.29697,                0.81658,              0.0056242,              0.0056242,              0.0056242
                    223,                0.73741,                0.59999,                0.98764,                0.97233,                0.91793,                 0.9753,                0.86122,                0.46101,                0.29653,                0.81636,              0.0056044,              0.0056044,              0.0056044
                    224,                0.73113,                0.60447,                0.98257,                0.97259,                  0.918,                0.97539,                0.86135,                0.46073,                0.29615,                0.81623,              0.0055846,              0.0055846,              0.0055846
                    225,                0.73274,                0.59969,                0.98295,                0.97134,                0.91903,                0.97562,                0.86156,                0.46029,                0.29599,                0.81602,              0.0055648,              0.0055648,              0.0055648
                    226,                0.72869,                0.59257,                0.98331,                0.97143,                0.91929,                0.97568,                0.86173,                0.45998,                0.29581,                0.81581,               0.005545,               0.005545,               0.005545
                    227,                0.73091,                0.60147,                0.98455,                0.97125,                0.91977,                0.97561,                 0.8619,                0.45974,                0.29588,                0.81572,              0.0055252,              0.0055252,              0.0055252
                    228,                0.72476,                0.59174,                0.97802,                0.97115,                0.91975,                0.97555,                0.86216,                 0.4594,                0.29561,                0.81555,              0.0055054,              0.0055054,              0.0055054
                    229,                0.72122,                0.58889,                0.97821,                0.97128,                0.91987,                0.97558,                0.86238,                0.45906,                0.29538,                0.81535,              0.0054856,              0.0054856,              0.0054856
                    230,                0.72817,                 0.5913,                0.98205,                0.97067,                0.92061,                0.97581,                 0.8626,                0.45883,                 0.2951,                0.81531,              0.0054658,              0.0054658,              0.0054658
                    231,                0.73666,                0.60157,                 0.9878,                0.97075,                0.92056,                0.97593,                0.86277,                0.45842,                0.29465,                0.81507,               0.005446,               0.005446,               0.005446
                    232,                0.72679,                0.59178,                0.97929,                0.97119,                0.92052,                0.97606,                 0.8629,                0.45817,                0.29447,                 0.8149,              0.0054262,              0.0054262,              0.0054262
                    233,                0.73236,                0.59372,                0.98397,                0.97178,                0.92023,                0.97613,                0.86305,                0.45794,                0.29414,                0.81478,              0.0054064,              0.0054064,              0.0054064
                    234,                0.72633,                0.59756,                 0.9825,                0.97226,                0.91986,                0.97619,                0.86312,                0.45769,                0.29379,                 0.8146,              0.0053866,              0.0053866,              0.0053866
                    235,                0.72788,                0.58941,                0.98107,                0.97222,                0.91994,                0.97619,                0.86353,                0.45753,                0.29373,                0.81444,              0.0053668,              0.0053668,              0.0053668
                    236,                0.72368,                0.58774,                0.97973,                0.97237,                0.91918,                0.97611,                0.86379,                0.45728,                0.29367,                 0.8143,               0.005347,               0.005347,               0.005347
                    237,                0.73188,                0.59502,                0.98382,                0.97111,                0.92123,                0.97639,                0.86405,                0.45673,                0.29325,                0.81397,              0.0053272,              0.0053272,              0.0053272
                    238,                0.72607,                0.59486,                 0.9821,                0.96999,                0.92185,                0.97631,                0.86413,                0.45645,                0.29311,                0.81382,              0.0053074,              0.0053074,              0.0053074
                    239,                0.72815,                0.59515,                0.98523,                0.97125,                0.92153,                 0.9763,                0.86415,                0.45634,                0.29299,                0.81383,              0.0052876,              0.0052876,              0.0052876
                    240,                0.72794,                 0.5918,                0.98315,                0.96993,                0.92278,                0.97653,                0.86416,                0.45601,                0.29282,                0.81365,              0.0052678,              0.0052678,              0.0052678
                    241,                0.72728,                0.58938,                0.98469,                 0.9701,                 0.9229,                 0.9767,                0.86429,                0.45567,                0.29264,                 0.8135,               0.005248,               0.005248,               0.005248
                    242,                0.72858,                0.59494,                0.98394,                0.97069,                0.92268,                0.97685,                0.86442,                0.45558,                0.29238,                0.81345,              0.0052282,              0.0052282,              0.0052282
                    243,                0.72653,                0.58403,                0.98008,                0.97056,                0.92268,                0.97678,                0.86457,                0.45523,                0.29208,                0.81321,              0.0052084,              0.0052084,              0.0052084
                    244,                0.72777,                0.59287,                0.98342,                0.97061,                0.92285,                0.97681,                0.86456,                0.45495,                0.29169,                  0.813,              0.0051886,              0.0051886,              0.0051886
                    245,                0.72517,                0.59237,                0.98302,                0.97134,                0.92197,                0.97675,                 0.8648,                0.45463,                0.29146,                0.81276,              0.0051688,              0.0051688,              0.0051688
                    246,                0.72337,                0.58541,                0.97973,                0.97105,                0.92207,                0.97678,                0.86478,                0.45443,                0.29118,                0.81258,               0.005149,               0.005149,               0.005149
                    247,                0.72622,                 0.5879,                0.98185,                0.97117,                0.92198,                0.97687,                0.86499,                0.45421,                0.29092,                0.81245,              0.0051292,              0.0051292,              0.0051292
                    248,                0.71938,                0.58879,                0.98003,                0.97073,                0.92262,                0.97683,                0.86503,                0.45385,                0.29076,                0.81229,              0.0051094,              0.0051094,              0.0051094
                    249,                 0.7214,                 0.5842,                0.98016,                0.97063,                0.92293,                0.97689,                 0.8652,                0.45378,                0.29056,                0.81217,              0.0050896,              0.0050896,              0.0050896
                    250,                0.71875,                0.58532,                0.97875,                0.96975,                0.92398,                0.97687,                0.86529,                0.45343,                0.29017,                 0.8121,              0.0050698,              0.0050698,              0.0050698
                    251,                 0.7211,                0.58681,                0.97968,                0.97027,                0.92419,                0.97711,                0.86542,                0.45328,                0.29013,                0.81198,                0.00505,                0.00505,                0.00505
                    252,                0.71856,                0.58818,                0.97647,                0.97055,                0.92364,                0.97718,                0.86565,                0.45283,                0.28977,                0.81173,              0.0050302,              0.0050302,              0.0050302
                    253,                0.72325,                0.58401,                0.98125,                0.97082,                 0.9238,                0.97734,                0.86578,                0.45271,                0.28966,                0.81161,              0.0050104,              0.0050104,              0.0050104
                    254,                0.72419,                0.58825,                0.98187,                0.97226,                0.92279,                0.97729,                0.86597,                0.45248,                0.28947,                0.81151,              0.0049906,              0.0049906,              0.0049906
                    255,                0.71453,                0.58274,                0.97818,                0.97218,                0.92251,                0.97733,                0.86603,                0.45215,                0.28918,                0.81141,              0.0049708,              0.0049708,              0.0049708
                    256,                0.71732,                0.58218,                0.97795,                0.97283,                0.92198,                0.97729,                0.86625,                0.45198,                0.28911,                0.81128,               0.004951,               0.004951,               0.004951
                    257,                0.71532,                0.58092,                 0.9776,                0.97272,                0.92261,                0.97756,                0.86657,                0.45182,                0.28881,                0.81114,              0.0049312,              0.0049312,              0.0049312
                    258,                0.71881,                0.58016,                0.97692,                0.97272,                0.92245,                0.97743,                0.86657,                0.45161,                0.28875,                0.81107,              0.0049114,              0.0049114,              0.0049114
                    259,                0.71769,                0.58544,                0.97906,                0.97264,                0.92261,                0.97749,                0.86683,                0.45109,                0.28853,                0.81086,              0.0048916,              0.0048916,              0.0048916
                    260,                0.71336,                0.57821,                0.97415,                0.97289,                0.92251,                0.97748,                0.86688,                0.45083,                0.28831,                0.81068,              0.0048718,              0.0048718,              0.0048718
                    261,                 0.7124,                0.58043,                0.97352,                0.97276,                0.92243,                0.97766,                0.86707,                0.45047,                0.28804,                0.81051,               0.004852,               0.004852,               0.004852
                    262,                0.72104,                0.58412,                0.97712,                0.97301,                0.92227,                0.97767,                0.86734,                0.45032,                 0.2878,                0.81037,              0.0048322,              0.0048322,              0.0048322
                    263,                0.71465,                0.58335,                0.97381,                0.97281,                0.92256,                0.97769,                0.86719,                0.45013,                0.28782,                0.81025,              0.0048124,              0.0048124,              0.0048124
                    264,                 0.7157,                0.57892,                0.97523,                0.97102,                0.92398,                0.97775,                0.86721,                0.44989,                0.28758,                0.81002,              0.0047926,              0.0047926,              0.0047926
                    265,                0.71226,                0.57613,                0.97446,                0.96952,                0.92606,                0.97785,                0.86723,                0.44981,                0.28753,                0.80992,              0.0047728,              0.0047728,              0.0047728
                    266,                0.71524,                0.58209,                0.97651,                0.97026,                0.92518,                0.97797,                0.86743,                0.44964,                 0.2875,                0.80973,               0.004753,               0.004753,               0.004753
                    267,                0.71967,                0.58574,                0.98011,                0.97074,                0.92488,                0.97793,                0.86761,                0.44953,                0.28728,                0.80968,              0.0047332,              0.0047332,              0.0047332
                    268,                0.71313,                0.58385,                0.97994,                0.97034,                0.92508,                0.97789,                0.86779,                0.44918,                0.28728,                0.80957,              0.0047134,              0.0047134,              0.0047134
                    269,                0.71255,                0.58746,                0.97661,                0.97011,                0.92601,                0.97797,                0.86785,                0.44905,                0.28702,                0.80945,              0.0046936,              0.0046936,              0.0046936
                    270,                 0.7145,                0.58098,                0.97411,                0.97028,                0.92598,                0.97799,                0.86814,                0.44878,                0.28695,                0.80929,              0.0046738,              0.0046738,              0.0046738
                    271,                0.71107,                0.57649,                0.97612,                0.97002,                0.92569,                0.97809,                0.86812,                0.44843,                0.28674,                0.80916,               0.004654,               0.004654,               0.004654
                    272,                0.70931,                0.57635,                0.97385,                 0.9706,                0.92559,                0.97814,                0.86819,                0.44835,                 0.2866,                 0.8091,              0.0046342,              0.0046342,              0.0046342
                    273,                0.70748,                0.57774,                0.97629,                0.97035,                0.92588,                0.97811,                0.86834,                0.44836,                0.28673,                0.80907,              0.0046144,              0.0046144,              0.0046144
                    274,                0.71092,                0.58051,                0.97776,                0.97008,                0.92616,                0.97826,                0.86859,                0.44824,                0.28676,                0.80901,              0.0045946,              0.0045946,              0.0045946
                    275,                0.71427,                0.58004,                0.97528,                0.97086,                  0.926,                0.97838,                0.86862,                0.44787,                0.28648,                0.80887,              0.0045748,              0.0045748,              0.0045748
                    276,                0.71005,                0.57511,                0.97466,                0.97061,                  0.926,                 0.9783,                0.86873,                0.44778,                0.28608,                0.80884,               0.004555,               0.004555,               0.004555
                    277,                0.71135,                0.57784,                  0.974,                0.97137,                0.92563,                0.97844,                0.86882,                0.44734,                0.28602,                0.80865,              0.0045352,              0.0045352,              0.0045352
                    278,                0.71049,                 0.5809,                0.97559,                0.97133,                0.92555,                0.97835,                0.86876,                0.44713,                0.28589,                 0.8086,              0.0045154,              0.0045154,              0.0045154
                    279,                0.70762,                0.58074,                0.97437,                0.97175,                0.92567,                0.97858,                0.86941,                0.44694,                 0.2859,                 0.8085,              0.0044956,              0.0044956,              0.0044956
                    280,                0.71446,                0.57775,                0.97568,                0.97124,                0.92617,                 0.9787,                0.86933,                0.44679,                0.28583,                0.80844,              0.0044758,              0.0044758,              0.0044758
                    281,                0.71171,                0.57689,                0.97336,                0.97208,                0.92567,                0.97864,                0.86935,                0.44659,                0.28554,                 0.8083,               0.004456,               0.004456,               0.004456
                    282,                0.71351,                0.57779,                0.97916,                0.97239,                0.92563,                0.97859,                0.86947,                0.44645,                0.28546,                0.80824,              0.0044362,              0.0044362,              0.0044362
                    283,                0.70408,                 0.5665,                0.97244,                0.97257,                0.92603,                0.97872,                0.86936,                0.44622,                0.28509,                 0.8082,              0.0044164,              0.0044164,              0.0044164
                    284,                0.69768,                0.56575,                0.96977,                0.97245,                0.92592,                0.97879,                0.86952,                0.44593,                 0.2848,                0.80801,              0.0043966,              0.0043966,              0.0043966
                    285,                0.70844,                0.57538,                0.97506,                0.97298,                0.92555,                0.97883,                0.86966,                0.44591,                0.28476,                 0.8079,              0.0043768,              0.0043768,              0.0043768
                    286,                0.70454,                0.56731,                 0.9749,                0.97267,                0.92625,                 0.9789,                 0.8699,                0.44571,                0.28475,                0.80785,               0.004357,               0.004357,               0.004357
                    287,                0.70775,                0.56927,                0.97414,                0.97273,                0.92629,                0.97896,                0.86986,                0.44567,                0.28451,                0.80774,              0.0043372,              0.0043372,              0.0043372
                    288,                0.70552,                0.56933,                0.97552,                0.97299,                0.92613,                0.97904,                0.87005,                0.44557,                0.28407,                0.80771,              0.0043174,              0.0043174,              0.0043174
                    289,                0.70618,                0.57225,                0.97206,                0.97333,                0.92592,                0.97901,                0.87015,                0.44541,                 0.2837,                0.80754,              0.0042976,              0.0042976,              0.0042976
                    290,                0.69916,                0.56734,                0.97172,                0.97363,                0.92521,                0.97891,                0.87021,                0.44527,                0.28363,                0.80737,              0.0042778,              0.0042778,              0.0042778
                    291,                0.70459,                0.57015,                0.97168,                0.97433,                0.92516,                0.97899,                0.87023,                 0.4451,                0.28362,                0.80726,               0.004258,               0.004258,               0.004258
                    292,                0.70438,                0.57298,                0.97174,                0.97418,                0.92501,                0.97906,                0.87022,                0.44472,                0.28354,                0.80707,              0.0042382,              0.0042382,              0.0042382
                    293,                0.70451,                0.56708,                 0.9713,                0.97445,                0.92503,                0.97917,                0.87041,                0.44444,                0.28335,                0.80696,              0.0042184,              0.0042184,              0.0042184
                    294,                0.69691,                  0.561,                0.97013,                0.97487,                0.92473,                0.97919,                0.87064,                0.44409,                0.28321,                0.80676,              0.0041986,              0.0041986,              0.0041986
                    295,                0.70476,                0.56942,                0.96975,                 0.9746,                 0.9248,                0.97922,                 0.8707,                0.44385,                0.28294,                0.80658,              0.0041788,              0.0041788,              0.0041788
                    296,                 0.7021,                0.56232,                0.96966,                0.97404,                0.92545,                0.97928,                0.87077,                0.44365,                0.28298,                0.80646,               0.004159,               0.004159,               0.004159
                    297,                 0.6959,                0.56804,                0.96983,                0.97378,                0.92546,                0.97931,                0.87089,                0.44338,                0.28284,                0.80625,              0.0041392,              0.0041392,              0.0041392
                    298,                0.69495,                0.56114,                 0.9683,                0.97357,                0.92546,                0.97939,                  0.871,                0.44303,                0.28247,                0.80609,              0.0041194,              0.0041194,              0.0041194
                    299,                0.69609,                0.55918,                0.96873,                0.97351,                0.92632,                0.97946,                0.87134,                0.44262,                0.28217,                0.80593,              0.0040996,              0.0040996,              0.0040996
                    300,                0.69853,                0.56389,                0.97094,                0.97336,                0.92689,                0.97946,                0.87151,                0.44222,                0.28194,                0.80577,              0.0040798,              0.0040798,              0.0040798
                    301,                0.69734,                0.56999,                0.97017,                0.97397,                0.92614,                0.97949,                 0.8716,                0.44205,                0.28184,                0.80569,                0.00406,                0.00406,                0.00406
                    302,                0.69889,                0.56461,                0.97109,                0.97425,                0.92609,                0.97954,                0.87179,                0.44176,                0.28159,                 0.8056,              0.0040402,              0.0040402,              0.0040402
                    303,                0.69354,                0.55879,                 0.9665,                 0.9734,                0.92712,                0.97964,                0.87195,                0.44176,                0.28134,                0.80555,              0.0040204,              0.0040204,              0.0040204
                    304,                0.69077,                0.55592,                 0.9693,                0.97305,                0.92737,                0.97965,                0.87195,                0.44161,                0.28128,                0.80547,              0.0040006,              0.0040006,              0.0040006
                    305,                0.69408,                0.55964,                0.96678,                0.97325,                0.92754,                0.97973,                0.87221,                0.44123,                0.28084,                0.80537,              0.0039808,              0.0039808,              0.0039808
                    306,                0.69137,                0.56056,                0.96639,                0.97341,                0.92725,                0.97976,                0.87232,                0.44076,                0.28053,                0.80516,               0.003961,               0.003961,               0.003961
                    307,                0.70072,                 0.5695,                0.97165,                0.97333,                0.92741,                0.97987,                0.87248,                0.44044,                0.28051,                0.80501,              0.0039412,              0.0039412,              0.0039412
                    308,                 0.7005,                0.56431,                0.97111,                0.97347,                0.92737,                0.97986,                0.87273,                 0.4401,                0.28036,                0.80482,              0.0039214,              0.0039214,              0.0039214
                    309,                0.69773,                 0.5654,                 0.9688,                0.97325,                0.92771,                0.97992,                0.87273,                0.44005,                0.28018,                0.80474,              0.0039016,              0.0039016,              0.0039016
                    310,                0.68877,                0.55411,                0.96327,                0.97347,                0.92754,                0.97996,                0.87287,                0.44003,                0.28018,                0.80466,              0.0038818,              0.0038818,              0.0038818
                    311,                0.69273,                0.55496,                0.96764,                0.97422,                0.92704,                0.98003,                0.87297,                0.43983,                   0.28,                0.80452,               0.003862,               0.003862,               0.003862
                    312,                0.69541,                0.56159,                0.96946,                0.97365,                0.92762,                0.98015,                0.87292,                0.43966,                0.27991,                 0.8044,              0.0038422,              0.0038422,              0.0038422
                    313,                 0.6958,                0.55904,                0.96767,                0.97405,                0.92751,                0.98017,                0.87311,                0.43949,                0.27985,                0.80435,              0.0038224,              0.0038224,              0.0038224
                    314,                0.69361,                0.55978,                0.96725,                0.97452,                0.92742,                0.98013,                0.87338,                0.43935,                0.27973,                 0.8043,              0.0038026,              0.0038026,              0.0038026
                    315,                0.69376,                0.56183,                0.96704,                0.97424,                0.92775,                0.98017,                0.87337,                0.43906,                0.27945,                0.80411,              0.0037828,              0.0037828,              0.0037828
